软件园路	[271, 6, 0, 6, 0, 254, 4, 6, 6, 0, 324, 4, 12, 0, 0, 268, 10, 4, 2, 0, 274, 2, 10, 2, 0, 286, 0, 0, 0, 0, 288, 0, 0, 0, 0]	2039
黄浦路	[247, 35, 1, 0, 0, 228, 34, 8, 0, 0, 277, 50, 13, 0, 0, 248, 32, 4, 0, 0, 242, 42, 4, 0, 0, 248, 37, 1, 0, 0, 273, 15, 0, 0, 0]	2039
红旗东路	[258, 14, 14, 0, 0, 237, 17, 8, 8, 0, 308, 20, 12, 0, 0, 264, 12, 8, 0, 0, 256, 22, 10, 0, 0, 264, 8, 14, 0, 0, 260, 24, 4, 0, 0]	2042
工华街	[143, 0, 0, 0, 0, 135, 0, 0, 0, 0, 168, 0, 2, 0, 0, 141, 0, 0, 0, 1, 144, 0, 0, 0, 0, 141, 0, 2, 0, 0, 144, 0, 0, 0, 0]	1021
山东路	[109, 29, 5, 0, 0, 109, 24, 2, 0, 0, 121, 38, 11, 0, 0, 114, 25, 3, 0, 0, 112, 25, 7, 0, 0, 101, 40, 2, 0, 0, 105, 39, 0, 0, 0]	1021
海口路	[244, 3, 26, 6, 2, 236, 5, 26, 3, 0, 300, 2, 32, 6, 0, 242, 3, 28, 5, 4, 261, 1, 21, 5, 0, 259, 5, 17, 5, 0, 257, 3, 25, 2, 0]	2034
东纬路	[126, 9, 8, 0, 0, 119, 13, 3, 0, 0, 155, 11, 4, 0, 0, 136, 5, 1, 0, 0, 125, 11, 6, 2, 0, 141, 2, 0, 0, 0, 143, 1, 0, 0, 0]	1021
东方路	[127, 9, 7, 0, 0, 124, 5, 4, 2, 0, 154, 3, 12, 1, 0, 127, 8, 6, 1, 0, 125, 10, 9, 0, 0, 136, 3, 4, 0, 0, 137, 1, 6, 0, 0]	1021
红旗中路	[119, 7, 13, 2, 0, 110, 7, 18, 0, 0, 147, 2, 21, 0, 0, 122, 5, 14, 1, 0, 129, 2, 13, 0, 0, 119, 0, 20, 4, 0, 125, 7, 12, 0, 0]	1019
促进路	[121, 5, 6, 8, 1, 117, 4, 8, 3, 3, 146, 12, 10, 2, 0, 123, 5, 7, 7, 0, 118, 9, 6, 11, 0, 124, 5, 12, 2, 0, 132, 5, 6, 1, 0]	1019
松江路	[244, 30, 6, 0, 0, 233, 33, 4, 0, 0, 308, 31, 1, 0, 0, 250, 28, 4, 0, 0, 257, 28, 3, 0, 0, 270, 16, 0, 0, 0, 277, 11, 0, 0, 0]	2034
虹锦路	[135, 1, 4, 0, 0, 132, 2, 1, 0, 0, 167, 0, 1, 2, 0, 142, 0, 0, 0, 0, 144, 0, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1018
华东路	[109, 22, 9, 0, 0, 96, 31, 8, 0, 0, 128, 34, 7, 1, 0, 113, 22, 7, 0, 0, 104, 22, 18, 0, 0, 104, 29, 10, 0, 0, 115, 26, 3, 0, 0]	1018
中华路	[118, 20, 2, 0, 0, 119, 14, 2, 0, 0, 148, 16, 6, 0, 0, 117, 22, 3, 0, 0, 112, 26, 6, 0, 0, 134, 7, 2, 0, 0, 135, 9, 0, 0, 0]	1018
中华西路	[0, 117, 22, 1, 0, 0, 114, 20, 1, 0, 0, 127, 32, 11, 0, 0, 131, 11, 0, 0, 0, 114, 25, 5, 0, 0, 94, 34, 15, 0, 0, 99, 37, 8, 0]	1018
迎客路	[119, 10, 9, 2, 0, 121, 8, 5, 1, 0, 146, 13, 11, 0, 0, 131, 9, 2, 0, 0, 125, 9, 9, 1, 0, 134, 8, 1, 0, 0, 138, 6, 0, 0, 0]	1018
风华路	[131, 6, 3, 0, 0, 130, 5, 0, 0, 0, 163, 7, 0, 0, 0, 138, 4, 0, 0, 0, 134, 10, 0, 0, 0, 140, 3, 0, 0, 0, 144, 0, 0, 0, 0]	1018
凌水路	[128, 12, 0, 0, 0, 131, 4, 0, 0, 0, 169, 1, 0, 0, 0, 140, 2, 0, 0, 0, 138, 6, 0, 0, 0, 139, 4, 0, 0, 0, 144, 0, 0, 0, 0]	1018
火炬路	[132, 8, 0, 0, 0, 129, 3, 3, 0, 0, 156, 10, 4, 0, 0, 134, 7, 1, 0, 0, 137, 6, 1, 0, 0, 143, 0, 0, 0, 0, 143, 1, 0, 0, 0]	1018
川岭路	[0, 133, 7, 0, 0, 0, 128, 6, 1, 0, 0, 169, 1, 0, 0, 0, 135, 6, 1, 0, 0, 139, 5, 0, 0, 0, 139, 4, 0, 0, 0, 144, 0, 0, 0]	1018
千山路	[95, 37, 8, 0, 0, 101, 30, 4, 0, 0, 123, 35, 12, 0, 0, 110, 21, 11, 0, 0, 96, 40, 8, 0, 0, 92, 33, 17, 1, 0, 96, 30, 18, 0, 0]	1018
虹港路	[114, 20, 4, 2, 0, 109, 20, 6, 0, 0, 139, 26, 5, 0, 0, 108, 30, 4, 0, 0, 107, 27, 10, 0, 0, 111, 30, 2, 0, 0, 129, 15, 0, 0, 0]	1018
南关岭路	[83, 54, 3, 0, 0, 82, 48, 5, 0, 0, 111, 52, 7, 0, 0, 86, 53, 3, 0, 0, 84, 58, 2, 0, 0, 97, 44, 2, 0, 0, 117, 24, 3, 0, 0]	1018
张前路	[133, 7, 0, 0, 0, 130, 5, 0, 0, 0, 166, 2, 2, 0, 0, 138, 4, 0, 0, 0, 138, 5, 1, 0, 0, 141, 2, 0, 0, 0, 143, 1, 0, 0, 0]	1018
新水泥路	[133, 7, 0, 0, 0, 130, 5, 0, 0, 0, 163, 5, 2, 0, 0, 130, 8, 4, 0, 0, 129, 12, 3, 0, 0, 140, 2, 1, 0, 0, 143, 0, 1, 0, 0]	1018
姚家路	[122, 10, 6, 2, 0, 126, 7, 2, 0, 0, 161, 4, 5, 0, 0, 131, 7, 4, 0, 0, 128, 7, 7, 1, 1, 136, 6, 1, 0, 0, 142, 2, 0, 0, 0]	1018
红旗西路	[128, 8, 4, 0, 0, 123, 10, 2, 0, 0, 159, 6, 5, 0, 0, 132, 10, 0, 0, 0, 137, 7, 0, 0, 0, 139, 3, 1, 0, 0, 141, 2, 1, 0, 0]	1018
旅顺南路	[270, 10, 0, 0, 0, 270, 0, 0, 0, 0, 340, 0, 0, 0, 0, 283, 0, 0, 0, 0, 284, 4, 0, 0, 0, 286, 0, 0, 0, 0, 286, 2, 0, 0, 0]	2035
振兴路	[548, 8, 0, 0, 0, 538, 1, 0, 0, 0, 680, 0, 0, 0, 0, 562, 0, 0, 0, 0, 575, 1, 0, 0, 0, 571, 0, 0, 0, 0, 574, 0, 0, 0, 0]	4058
大连湾街	[124, 7, 8, 1, 0, 119, 11, 4, 1, 0, 159, 3, 8, 0, 0, 126, 8, 7, 1, 0, 132, 5, 7, 0, 0, 141, 2, 0, 0, 0, 140, 4, 0, 0, 0]	1018
虹城路	[137, 3, 0, 0, 0, 133, 1, 0, 1, 0, 169, 0, 1, 0, 0, 140, 2, 0, 0, 0, 140, 4, 0, 0, 0, 143, 0, 0, 0, 0, 143, 1, 0, 0, 0]	1018
大连湾北街	[0, 255, 18, 7, 0, 0, 252, 17, 1, 0, 0, 303, 29, 8, 0, 0, 251, 19, 12, 0, 2, 248, 28, 10, 0, 0, 256, 26, 4, 0, 3, 261, 23, 1, 0]	2034
金虹东路	[140, 0, 0, 0, 0, 135, 0, 0, 0, 0, 169, 1, 0, 0, 0, 142, 0, 0, 0, 0, 143, 1, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1018
关东路	[138, 2, 0, 0, 0, 135, 0, 0, 0, 0, 169, 1, 0, 0, 0, 141, 1, 0, 0, 0, 142, 2, 0, 0, 0, 140, 3, 0, 0, 0, 143, 1, 0, 0, 0]	1018
迎金路	[0, 278, 0, 0, 0, 0, 270, 0, 0, 0, 0, 340, 0, 0, 0, 0, 282, 0, 0, 0, 0, 284, 4, 0, 0, 0, 286, 0, 0, 0, 0, 288, 0, 0, 0]	2032
营城东路	[139, 1, 0, 0, 0, 131, 4, 0, 0, 0, 168, 1, 1, 0, 0, 141, 1, 0, 0, 0, 143, 1, 0, 0, 0, 143, 0, 0, 0, 0, 141, 0, 3, 0, 0]	1018
营城西路	[280, 0, 0, 0, 0, 270, 0, 0, 0, 0, 333, 7, 0, 0, 0, 277, 6, 0, 0, 0, 284, 4, 0, 0, 0, 286, 0, 0, 0, 0, 284, 4, 0, 0, 0]	2035
西部通道	[128, 4, 5, 3, 0, 122, 1, 3, 8, 1, 158, 1, 5, 5, 1, 133, 3, 4, 2, 0, 131, 3, 5, 5, 0, 132, 1, 4, 6, 0, 141, 0, 3, 0, 0]	1018
滨海公路	[894, 75, 5, 0, 0, 893, 51, 0, 0, 0, 1111, 70, 9, 0, 0, 885, 93, 4, 0, 0, 894, 113, 1, 0, 0, 959, 42, 0, 0, 0, 1000, 5, 0, 0, 0]	7104
金港路	[129, 7, 4, 0, 0, 130, 5, 0, 0, 0, 156, 13, 1, 0, 0, 129, 9, 2, 0, 0, 129, 14, 1, 0, 0, 137, 6, 0, 0, 0, 137, 7, 0, 0, 0]	1016
斯大林路	[213, 50, 13, 3, 0, 211, 46, 12, 1, 0, 246, 66, 28, 0, 0, 228, 38, 13, 1, 0, 227, 54, 7, 0, 0, 197, 83, 6, 0, 0, 191, 78, 19, 0, 0]	2031
金石路	[279, 0, 0, 0, 0, 270, 0, 0, 0, 0, 340, 0, 0, 0, 0, 280, 0, 0, 0, 0, 288, 0, 0, 0, 0, 286, 0, 0, 0, 0, 288, 0, 0, 0, 0]	2031
鞍山街	[130, 8, 2, 0, 0, 127, 6, 2, 0, 0, 161, 7, 2, 0, 0, 134, 5, 1, 0, 0, 131, 10, 3, 0, 0, 138, 5, 0, 0, 0, 137, 7, 0, 0, 0]	1016
黄海街	[275, 0, 3, 0, 0, 269, 1, 0, 0, 0, 338, 0, 2, 0, 0, 277, 1, 1, 1, 0, 287, 1, 0, 0, 0, 286, 0, 0, 0, 0, 284, 0, 3, 0, 0]	2029
本溪街	[100, 23, 12, 4, 1, 103, 19, 11, 2, 0, 119, 21, 16, 8, 6, 109, 22, 7, 2, 0, 110, 25, 7, 2, 0, 90, 21, 19, 8, 5, 92, 10, 12, 16, 14]	1016
砬河路	[140, 0, 0, 0, 0, 135, 0, 0, 0, 0, 170, 0, 0, 0, 0, 140, 0, 0, 0, 0, 142, 2, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1016
金泉路	[131, 6, 3, 0, 0, 130, 3, 2, 0, 0, 161, 7, 2, 0, 0, 135, 5, 0, 0, 0, 134, 6, 4, 0, 0, 141, 2, 0, 0, 0, 144, 0, 0, 0, 0]	1016
赫山西路	[129, 7, 4, 0, 0, 128, 5, 2, 0, 0, 161, 4, 5, 0, 0, 126, 9, 4, 1, 0, 132, 8, 4, 0, 0, 138, 3, 2, 0, 0, 140, 3, 1, 0, 0]	1016
赤峰街	[124, 12, 4, 0, 0, 118, 13, 4, 0, 0, 151, 16, 3, 0, 0, 125, 11, 4, 0, 0, 125, 12, 7, 0, 0, 130, 12, 1, 0, 0, 138, 6, 0, 0, 0]	1016
哈尔滨路	[126, 11, 3, 0, 0, 130, 5, 0, 0, 0, 165, 5, 0, 0, 0, 132, 7, 1, 0, 0, 134, 7, 3, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1016
黄海西路	[97, 38, 5, 0, 0, 97, 38, 0, 0, 0, 135, 31, 4, 0, 0, 100, 39, 1, 0, 0, 91, 46, 7, 0, 0, 111, 30, 2, 0, 0, 111, 33, 0, 0, 0]	1016
金马路	[171, 93, 14, 0, 0, 176, 87, 7, 0, 0, 209, 113, 18, 0, 0, 194, 77, 9, 0, 0, 179, 96, 13, 0, 0, 185, 96, 5, 0, 0, 180, 81, 26, 0, 0]	2029
黄海西四路	[0, 118, 22, 0, 0, 0, 118, 17, 0, 0, 0, 154, 16, 0, 0, 0, 125, 15, 0, 0, 0, 128, 16, 0, 0, 0, 137, 6, 0, 0, 0, 137, 7, 0, 0]	1016
东北大街	[111, 24, 5, 0, 0, 100, 30, 5, 0, 0, 144, 20, 6, 0, 0, 116, 20, 4, 0, 0, 96, 42, 6, 0, 0, 127, 14, 2, 0, 0, 140, 4, 0, 0, 0]	1016
辽河西路	[0, 125, 14, 0, 0, 1, 123, 11, 0, 0, 0, 158, 11, 1, 0, 0, 128, 12, 0, 0, 0, 129, 14, 1, 0, 2, 140, 1, 0, 0, 0, 132, 12, 0, 0]	1015
振鹏南路	[3, 136, 0, 0, 0, 2, 133, 0, 0, 0, 1, 169, 0, 0, 0, 0, 140, 0, 0, 0, 3, 141, 0, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0]	1015
港顺大街	[139, 0, 0, 0, 0, 135, 0, 0, 0, 0, 170, 0, 0, 0, 0, 140, 0, 0, 0, 0, 144, 0, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1015
淮河西路	[0, 137, 2, 0, 0, 0, 130, 5, 0, 0, 0, 164, 6, 0, 0, 0, 136, 4, 0, 0, 0, 137, 7, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0]	1015
金源南路	[131, 2, 6, 0, 0, 129, 2, 4, 0, 0, 167, 1, 2, 0, 0, 131, 6, 3, 0, 0, 140, 4, 0, 0, 0, 141, 2, 0, 0, 0, 143, 1, 0, 0, 0]	1015
国防路	[0, 128, 11, 0, 0, 0, 126, 9, 0, 0, 0, 158, 12, 0, 0, 0, 130, 10, 0, 0, 0, 133, 11, 0, 0, 0, 138, 5, 0, 0, 0, 143, 1, 0, 0]	1015
辽宁街	[101, 34, 4, 0, 0, 96, 19, 20, 0, 0, 119, 25, 25, 1, 0, 110, 24, 6, 0, 0, 112, 26, 6, 0, 0, 113, 19, 11, 0, 0, 106, 21, 17, 0, 0]	1015
辽河中路	[0, 135, 4, 0, 0, 0, 134, 1, 0, 0, 0, 168, 2, 0, 0, 0, 139, 1, 0, 0, 0, 143, 1, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0]	1015
松岚街	[111, 21, 7, 0, 0, 123, 10, 2, 0, 0, 154, 11, 5, 0, 0, 114, 22, 4, 0, 0, 122, 20, 2, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1015
黄海中路	[0, 127, 12, 0, 0, 0, 125, 10, 0, 0, 0, 160, 10, 0, 0, 0, 127, 13, 0, 0, 0, 135, 9, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0]	1015
东北四街	[123, 13, 3, 0, 0, 121, 11, 3, 0, 0, 156, 8, 6, 0, 0, 124, 12, 4, 0, 0, 128, 13, 3, 0, 0, 139, 4, 0, 0, 0, 144, 0, 0, 0, 0]	1015
和平路	[0, 245, 30, 2, 0, 1, 249, 18, 1, 0, 0, 302, 35, 3, 0, 0, 263, 17, 0, 0, 1, 268, 18, 1, 0, 1, 265, 19, 1, 0, 0, 242, 43, 2, 0]	2027
海鲇线	[131, 8, 0, 0, 0, 131, 4, 0, 0, 0, 159, 11, 0, 0, 0, 136, 4, 0, 0, 0, 137, 7, 0, 0, 0, 141, 2, 0, 0, 0, 143, 1, 0, 0, 0]	1015
淮河中路	[0, 137, 2, 0, 0, 0, 135, 0, 0, 0, 0, 170, 0, 0, 0, 0, 140, 0, 0, 0, 0, 142, 2, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0]	1015
金华路	[127, 9, 2, 1, 0, 130, 4, 1, 0, 0, 164, 6, 0, 0, 0, 137, 3, 0, 0, 0, 137, 7, 0, 0, 0, 143, 0, 0, 0, 0, 139, 5, 0, 0, 0]	1015
铁山西路	[116, 20, 3, 0, 0, 113, 19, 3, 0, 0, 152, 13, 5, 0, 0, 121, 16, 3, 0, 0, 116, 22, 6, 0, 0, 131, 11, 1, 0, 0, 141, 3, 0, 0, 0]	1015
永安大街	[135, 4, 0, 0, 0, 135, 0, 0, 0, 0, 170, 0, 0, 0, 0, 138, 1, 1, 0, 0, 141, 3, 0, 0, 0, 139, 4, 0, 0, 0, 134, 9, 1, 0, 0]	1015
湾里西街	[139, 0, 0, 0, 0, 135, 0, 0, 0, 0, 169, 0, 1, 0, 0, 140, 0, 0, 0, 0, 144, 0, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1015
夏金线	[136, 3, 0, 0, 0, 135, 0, 0, 0, 0, 167, 3, 0, 0, 0, 138, 2, 0, 0, 0, 138, 6, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1015
铁山中路	[132, 6, 1, 0, 0, 133, 2, 0, 0, 0, 166, 4, 0, 0, 0, 137, 2, 1, 0, 0, 139, 4, 1, 0, 0, 143, 0, 0, 0, 0, 142, 1, 1, 0, 0]	1015
湾里街	[136, 3, 0, 0, 0, 133, 2, 0, 0, 0, 169, 1, 0, 0, 0, 138, 2, 0, 0, 0, 143, 0, 1, 0, 0, 142, 1, 0, 0, 0, 144, 0, 0, 0, 0]	1015
大地街	[135, 4, 0, 0, 0, 135, 0, 0, 0, 0, 167, 2, 1, 0, 0, 135, 4, 1, 0, 0, 139, 3, 2, 0, 0, 143, 0, 0, 0, 0, 142, 1, 0, 1, 0]	1015
淮河东路	[0, 139, 0, 0, 0, 0, 135, 0, 0, 0, 0, 170, 0, 0, 0, 0, 140, 0, 0, 0, 0, 144, 0, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0]	1015
辽河东路	[0, 139, 0, 0, 0, 0, 135, 0, 0, 0, 0, 170, 0, 0, 0, 0, 140, 0, 0, 0, 0, 144, 0, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0]	1015
黄海大道	[139, 0, 0, 0, 0, 135, 0, 0, 0, 0, 170, 0, 0, 0, 0, 140, 0, 0, 0, 0, 144, 0, 0, 0, 0, 143, 0, 0, 0, 0, 144, 0, 0, 0, 0]	1015
星海广场	[0, 4, 0, 0, 0, 0, 3, 1, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 0, 0, 0]	19
